Crdc.1.Ped.173:	84.10
Crdc.1.Ped.174:	92.45
Crdc.1.Ped.175:	94.14
Crdc.1.Ped.176:	71.31
Crdc.1.Ped.177:	102.14
Crdc.1.Ped.178:	88.16
Crdc.1.Ped.179:	89.78
Crdc.1.Ped.180:	88.69
Crdc.1.Ped.181:	80.45
Crdc.1.Ped.182:	88.58
Crdc.1.Ped.183:	80.59
Crdc.1.Ped.184:	76.80
Crdc.1.Ped.185:	75.32
Crdc.1.Ped.186:	68.29
Crdc.1.Ped.187:	68.00
Crdc.1.Ped.188:	73.33
Crdc.1.Ped.189:	69.18
Crdc.1.Ped.190:	77.38
Crdc.1.Ped.191:	73.40
Crdc.1.Ped.192:	67.63
Crdc.1.Ped.193:	69.16
Crdc.1.Ped.194:	74.82
Crdc.1.Ped.195:	68.96
Crdc.1.Ped.196:	88.88
Crdc.1.Ped.197:	79.74
Crdc.1.Ped.198:	77.48
Crdc.1.Ped.199:	74.10
Crdc.1.Ped.200:	90.10
Crdc.1.Ped.201:	73.63
Crdc.1.Ped.202:	68.67
Crdc.1.Ped.203:	72.17
Crdc.1.Ped.204:	74.28
Crdc.1.Ped.205:	76.03
Crdc.1.Ped.206:	68.41
Crdc.1.Ped.207:	62.04
Crdc.1.Ped.208:	64.04
Crdc.1.Ped.209:	71.86
Crdc.1.Ped.210:	84.71
Crdc.1.Ped.211:	75.91
Crdc.1.Ped.212:	86.22
Crdc.1.Ped.213:	78.82
Crdc.1.Ped.214:	75.84
Crdc.1.Ped.215:	83.14
Crdc.1.Ped.216:	80.66
Crdc.1.Ped.217:	77.33
Crdc.1.Ped.218:	82.79
Crdc.1.Ped.219:	75.85
Crdc.1.Ped.220:	78.12
Crdc.1.Ped.221:	93.55
Crdc.1.Ped.222:	100.57
Crdc.1.Ped.223:	86.52
