Crdc.0.Slope.147:       1.264211
Crdc.0.Slope.148:       1.240886
Crdc.0.Slope.149:       1.103700
Crdc.0.Slope.150:       1.139024
Crdc.0.Slope.151:       1.150450
Crdc.0.Slope.152:       1.239057
Crdc.0.Slope.153:       1.090992
Crdc.0.Slope.154:       1.149894
Crdc.0.Slope.155:       1.186759
Crdc.0.Slope.156:       1.177451
Crdc.0.Slope.157:       1.075773
Crdc.0.Slope.158:       1.060486
Crdc.0.Slope.159:       1.298378
Crdc.0.Slope.160:       0.984023
Crdc.0.Slope.161:       1.042669
Crdc.0.Slope.162:       0.966953
Crdc.0.Slope.163:       0.967248
Crdc.0.Slope.164:       0.936604
Crdc.0.Slope.165:       0.961932
Crdc.0.Slope.166:       0.955884
Crdc.0.Slope.167:       0.995826
Crdc.0.Slope.168:       0.929806
Crdc.0.Slope.169:       0.965710
Crdc.0.Slope.170:       0.965839
Crdc.0.Slope.171:       0.864356
Crdc.0.Slope.172:       0.877909
Crdc.0.Slope.173:       0.927189
Crdc.0.Slope.174:       0.892059
Crdc.0.Slope.175:       0.893483
Crdc.0.Slope.176:       1.189109
Crdc.0.Slope.177:       1.044348
Crdc.0.Slope.178:       1.086122
Crdc.0.Slope.179:       0.989915
Crdc.0.Slope.180:       1.036590
Crdc.0.Slope.181:       1.058377
Crdc.0.Slope.182:       0.996221
Crdc.0.Slope.183:       1.067556
Crdc.0.Slope.184:       1.051971
Crdc.0.Slope.185:       0.944739
Crdc.0.Slope.186:       1.019030
Crdc.0.Slope.187:       1.001782
Crdc.0.Slope.188:       1.095064
Crdc.0.Slope.189:       1.167639
Crdc.0.Slope.190:       1.097918
Crdc.0.Slope.191:       1.137273
Crdc.0.Slope.192:       1.038329
Crdc.0.Slope.193:       1.079066
Crdc.0.Slope.194:       1.037133
Crdc.0.Slope.195:       0.979356
Crdc.0.Slope.196:       1.022128
Crdc.0.Slope.197:       1.053069
Crdc.0.Slope.198:       1.049355
Crdc.0.Slope.199:       1.094929
Crdc.0.Slope.200:       0.990029
Crdc.0.Slope.201:       1.090827
Crdc.0.Slope.202:       1.091818
Crdc.0.Slope.203:       1.000000
Crdc.0.Slope.204:       1.227598
Crdc.0.Slope.205:       1.086450
Crdc.0.Slope.206:       1.143391
Crdc.0.Slope.207:       1.000000
Crdc.0.Slope.208:       1.290452
Crdc.0.Slope.209:       1.145628
Crdc.0.Slope.210:       1.198807
Crdc.0.Slope.211:       1.435458
Crdc.0.Slope.212:       1.258080
Crdc.0.Slope.213:       1.134089
Crdc.0.Slope.214:       2.088696
Crdc.0.Slope.215:       1.033355
Crdc.0.Slope.216:       0.998061
Crdc.0.Slope.217:       1.051068
Crdc.0.Slope.218:       1.189845
Crdc.0.Slope.219:       1.000000
Crdc.0.Slope.220:       0.990515
Crdc.0.Slope.221:       1.087457
Crdc.0.Slope.222:       1.301651
Crdc.0.Slope.223:       1.000000

Crdc.1.Slope.000:       1.238737
Crdc.1.Slope.001:       0.944109
Crdc.1.Slope.002:       0.914132
Crdc.1.Slope.003:       0.901993
Crdc.1.Slope.004:       0.932196
Crdc.1.Slope.005:       0.984124
Crdc.1.Slope.006:       0.969345
Crdc.1.Slope.007:       0.989388
Crdc.1.Slope.008:       0.926496
Crdc.1.Slope.009:       0.933131
Crdc.1.Slope.010:       0.955179
Crdc.1.Slope.011:       0.960724
Crdc.1.Slope.012:       0.977183
Crdc.1.Slope.013:       1.042248
Crdc.1.Slope.014:       1.095522
Crdc.1.Slope.015:       1.106776
Crdc.1.Slope.016:       0.998652
Crdc.1.Slope.017:       0.978735
Crdc.1.Slope.018:       0.945882
Crdc.1.Slope.019:       0.953093
Crdc.1.Slope.020:       0.958780
Crdc.1.Slope.021:       0.950588
Crdc.1.Slope.022:       1.010000
Crdc.1.Slope.023:       1.099546
Crdc.1.Slope.024:       0.999588
Crdc.1.Slope.025:       1.069070
Crdc.1.Slope.026:       1.127442
Crdc.1.Slope.027:       1.141413
Crdc.1.Slope.028:       1.121645
Crdc.1.Slope.029:       1.087692
Crdc.1.Slope.030:       1.168756
Crdc.1.Slope.031:       1.003849
Crdc.1.Slope.032:       0.893903
Crdc.1.Slope.033:       0.977419
Crdc.1.Slope.034:       0.939535
Crdc.1.Slope.035:       0.846430
Crdc.1.Slope.036:       0.951719
Crdc.1.Slope.037:       0.895934
Crdc.1.Slope.038:       0.872246
Crdc.1.Slope.039:       0.888478
Crdc.1.Slope.040:       0.821695
Crdc.1.Slope.041:       0.811490
Crdc.1.Slope.042:       0.973657
Crdc.1.Slope.043:       1.030445
Crdc.1.Slope.044:       0.982541
Crdc.1.Slope.045:       0.916604
Crdc.1.Slope.046:       0.843823
Crdc.1.Slope.047:       0.832495
Crdc.1.Slope.048:       0.857823
Crdc.1.Slope.049:       1.017394
Crdc.1.Slope.050:       1.123709
Crdc.1.Slope.051:       1.232020
Crdc.1.Slope.052:       1.169651
Crdc.1.Slope.053:       1.194494
Crdc.1.Slope.054:       1.206516
Crdc.1.Slope.055:       1.139098
Crdc.1.Slope.056:       1.265353
Crdc.1.Slope.057:       1.183470
Crdc.1.Slope.058:       1.227011
Crdc.1.Slope.059:       1.114185
Crdc.1.Slope.060:       1.102204
Crdc.1.Slope.061:       0.976632
Crdc.1.Slope.062:       0.904569
Crdc.1.Slope.063:       0.922815
Crdc.1.Slope.064:       0.835104
Crdc.1.Slope.065:       0.795347
Crdc.1.Slope.066:       0.841718
Crdc.1.Slope.067:       0.812992
Crdc.1.Slope.068:       0.804702
Crdc.1.Slope.069:       0.863511
Crdc.1.Slope.070:       0.802609
Crdc.1.Slope.071:       0.783289
Crdc.1.Slope.072:       0.725846
Crdc.1.Slope.073:       0.736139
Crdc.1.Slope.074:       0.768324
Crdc.1.Slope.075:       0.798291
Crdc.1.Slope.076:       0.870556
Crdc.1.Slope.077:       0.852702
Crdc.1.Slope.078:       0.840252
Crdc.1.Slope.079:       0.866682
Crdc.1.Slope.080:       0.979226
Crdc.1.Slope.081:       1.038857
Crdc.1.Slope.082:       0.922302
Crdc.1.Slope.083:       0.861290
Crdc.1.Slope.084:       0.880540
Crdc.1.Slope.085:       0.904260
Crdc.1.Slope.086:       0.942475
Crdc.1.Slope.087:       0.907750
Crdc.1.Slope.088:       0.887912
Crdc.1.Slope.089:       0.931365
Crdc.1.Slope.090:       0.914054
Crdc.1.Slope.091:       0.848636
Crdc.1.Slope.092:       0.779767
Crdc.1.Slope.093:       0.710924
Crdc.1.Slope.094:       0.751064
Crdc.1.Slope.095:       0.733157
Crdc.1.Slope.096:       0.738373
Crdc.1.Slope.097:       0.795654
Crdc.1.Slope.098:       0.729937
Crdc.1.Slope.099:       0.732769
Crdc.1.Slope.100:       0.707929
Crdc.1.Slope.101:       0.736405
Crdc.1.Slope.102:       0.717712
Crdc.1.Slope.103:       0.721966
Crdc.1.Slope.104:       0.733434
Crdc.1.Slope.105:       0.703682
Crdc.1.Slope.106:       0.739569
Crdc.1.Slope.107:       0.862884
Crdc.1.Slope.108:       0.741770
Crdc.1.Slope.109:       0.785690
Crdc.1.Slope.110:       0.790435
Crdc.1.Slope.111:       0.743558
Crdc.1.Slope.112:       0.815193
Crdc.1.Slope.113:       0.812102
Crdc.1.Slope.114:       0.919765
Crdc.1.Slope.115:       0.847994
Crdc.1.Slope.116:       0.792923
Crdc.1.Slope.117:       0.776123
Crdc.1.Slope.118:       0.736538
Crdc.1.Slope.119:       0.748675
Crdc.1.Slope.120:       0.760628
Crdc.1.Slope.121:       0.731204
Crdc.1.Slope.122:       0.740153
Crdc.1.Slope.123:       0.728414
Crdc.1.Slope.124:       0.712941
Crdc.1.Slope.125:       0.808299
Crdc.1.Slope.126:       0.977061
Crdc.1.Slope.127:       0.968030
Crdc.1.Slope.128:       1.000877
Crdc.1.Slope.129:       0.951267
Crdc.1.Slope.130:       0.939377
Crdc.1.Slope.131:       1.091892
Crdc.1.Slope.132:       1.019400
Crdc.1.Slope.133:       0.863587
Crdc.1.Slope.134:       0.938047
Crdc.1.Slope.135:       0.920616
Crdc.1.Slope.136:       0.927654
Crdc.1.Slope.137:       1.051143
Crdc.1.Slope.138:       1.067841
Crdc.1.Slope.139:       1.170072
Crdc.1.Slope.140:       1.289933
Crdc.1.Slope.141:       1.263911
Crdc.1.Slope.142:       1.203226
Crdc.1.Slope.143:       1.233346
Crdc.1.Slope.144:       1.063017
Crdc.1.Slope.145:       1.010000
Crdc.1.Slope.146:       0.885678
Crdc.1.Slope.147:       0.795175
Crdc.1.Slope.148:       0.822159
Crdc.1.Slope.149:       0.974096
Crdc.1.Slope.150:       0.945292
Crdc.1.Slope.151:       0.852889
Crdc.1.Slope.152:       0.827986
Crdc.1.Slope.153:       0.819208
Crdc.1.Slope.154:       0.734974
Crdc.1.Slope.155:       0.688179
Crdc.1.Slope.156:       0.726446
Crdc.1.Slope.157:       0.813887
Crdc.1.Slope.158:       0.844743
Crdc.1.Slope.159:       0.969940
Crdc.1.Slope.160:       1.004024
Crdc.1.Slope.161:       0.979614
Crdc.1.Slope.162:       1.051834
Crdc.1.Slope.163:       1.054501
Crdc.1.Slope.164:       1.080398
Crdc.1.Slope.165:       1.130209
Crdc.1.Slope.166:       0.963787
Crdc.1.Slope.167:       0.980026
Crdc.1.Slope.168:       0.954748
Crdc.1.Slope.169:       0.883290
Crdc.1.Slope.170:       0.946464
Crdc.1.Slope.171:       0.818511
Crdc.1.Slope.172:       0.788293
Crdc.1.Slope.173:       0.759398
Crdc.1.Slope.174:       0.738077
Crdc.1.Slope.175:       0.817619
Crdc.1.Slope.176:       0.894853
Crdc.1.Slope.177:       0.947310
Crdc.1.Slope.178:       0.936726
Crdc.1.Slope.179:       1.004908
Crdc.1.Slope.180:       1.015568
Crdc.1.Slope.181:       0.983280
Crdc.1.Slope.182:       0.890904
Crdc.1.Slope.183:       0.837832
Crdc.1.Slope.184:       0.889844
Crdc.1.Slope.185:       0.837714
Crdc.1.Slope.186:       0.859574
Crdc.1.Slope.187:       0.869673
Crdc.1.Slope.188:       1.027422
Crdc.1.Slope.189:       1.154286
Crdc.1.Slope.190:       1.111534
Crdc.1.Slope.191:       0.989388
Crdc.1.Slope.192:       0.848986
Crdc.1.Slope.193:       0.794134
Crdc.1.Slope.194:       0.773401
Crdc.1.Slope.195:       0.785346
Crdc.1.Slope.196:       0.893366
Crdc.1.Slope.197:       0.776490
Crdc.1.Slope.198:       0.900811
Crdc.1.Slope.199:       0.946780
Crdc.1.Slope.200:       0.973034
Crdc.1.Slope.201:       0.909183
Crdc.1.Slope.202:       0.960865
Crdc.1.Slope.203:       1.007003
Crdc.1.Slope.204:       0.901953
Crdc.1.Slope.205:       1.024853
Crdc.1.Slope.206:       0.914717
Crdc.1.Slope.207:       0.913732
Crdc.1.Slope.208:       0.998444
Crdc.1.Slope.209:       0.987837
Crdc.1.Slope.210:       0.879391
Crdc.1.Slope.211:       1.009221
Crdc.1.Slope.212:       0.985730
Crdc.1.Slope.213:       1.007003
Crdc.1.Slope.214:       0.981755
Crdc.1.Slope.215:       1.021061
Crdc.1.Slope.216:       1.002541
Crdc.1.Slope.217:       1.065495
Crdc.1.Slope.218:       0.967598
Crdc.1.Slope.219:       0.949425
Crdc.1.Slope.220:       1.003034
Crdc.1.Slope.221:       0.860129
Crdc.1.Slope.222:       0.946680
Crdc.1.Slope.223:       1.240720
